DISTRICT NAME,GDP (in Rs. Cr.)|1999-00,GDP (in Rs. Cr.)|2000-01,GDP (in Rs. Cr.)|2001-02,GDP (in Rs. Cr.)|2002-03,GDP (in Rs. Cr.)|2003-04,GDP (in Rs. Cr.)|2004-05,GDP (in Rs. Cr.)|2005-06,GDP (in Rs. Cr.)|2006-07,GDP (in Rs. Cr.)|2007-08,GDP (in Rs. Cr.)|2008-09,GDP (in Rs. Cr.)|2009-10,GDP (in Rs. Cr.)|2010-11,GDP (in Rs. Cr.)|2011-12,GDP (in Rs. Cr.)|2012-13,Growth Rate % (YoY)|2000-01,Growth Rate % (YoY)|2001-02,Growth Rate % (YoY)|2002-03,Growth Rate % (YoY)|2003-04,Growth Rate % (YoY)|2004-05,Growth Rate % (YoY)|2005-06,Growth Rate % (YoY)|2006-07,Growth Rate % (YoY)|2007-08,Growth Rate % (YoY)|2008-09,Growth Rate % (YoY)|2009-10,Growth Rate % (YoY)|2010-11,Growth Rate % (YoY)|2011-12,Growth Rate % (YoY)|2012-13,STATE NAME
PATNA,10355.18,11488.45,11761.9,13552.04,13721.33,18625.77,17869.95356,20835.53166,23239.17347,26409.83459,29446.41182,1554.62744,NA,NA,10.94399132,2.380216652,15.21981993,1.249184625,16.05201537,-4.057907078,16.59533185,11.53626343,13.64360536,11.49790325,-94.72048598,NA,NA,BIHAR
ROHTAS,1486.02,1711.35,1691.03,1745.07,1780.25,2207.49,2307.754414,2518.545256,2667.262714,3017.227139,3071.887136,237.6213911,NA,NA,15.16332216,-1.187366699,3.19568547,2.015964976,4.717876703,4.542009866,9.134024014,5.904895223,13.12073321,1.811597008,-92.26464448,NA,NA,BIHAR
SAHARSA,827.97,1023.2,904.59,984.5,971.52,1247.58,1243.879056,1378.7176,1443.937517,1530.280995,1722.145478,161.4566258,NA,NA,23.57935674,-11.59206411,8.833836324,-1.318435754,9.479990119,-0.296649831,10.84016516,4.730476878,5.979723932,12.53785962,-90.62468137,NA,NA,BIHAR
SAMSTIPUR,1666.73,2254.96,1937.7,1904.18,1756.84,2369.58,2392.043386,3076.745586,2880.114516,3273.859438,3382.930003,220.4235772,NA,NA,35.29245889,-14.06942917,-1.729885947,-7.737713872,18.10864962,0.947990185,28.62415475,-6.390878421,13.67115507,3.3315592,-93.48424067,NA,NA,BIHAR
SARAN,1455.46,1646.46,1568.33,1764.23,1716.05,2142.28,2316.545066,2490.550369,2751.002196,2879.400349,3160.673785,221.5222091,NA,NA,13.12299891,-4.74533241,12.4909936,-2.730936443,6.692695434,8.134560644,7.511414575,10.45760125,4.667322809,9.768472678,-92.99129793,NA,NA,BIHAR
SHEOHAR,168.39,226.68,202,207.18,225.61,249.52,245.6388453,300.1974171,345.1145484,372.5842394,341.4837145,26.26152655,NA,NA,34.61606984,-10.88759485,2.564356436,8.895646298,-9.250476486,-1.555448341,22.21088921,14.96253092,7.959586486,-8.347246494,-92.30958156,NA,NA,BIHAR
SITAMARHI,1118.78,1224.52,1266.27,1358.46,1210.44,1586.09,1650.643546,1957.740125,1934.824333,2272.905353,2381.643839,156.5127825,NA,NA,9.451366667,3.409499232,7.280437821,-10.89616183,4.325699746,4.069980043,18.60465753,-1.170522687,17.47347364,4.784118554,-93.42837162,NA,NA,BIHAR
SIWAN,1227.12,1257.94,1287.65,1365.32,1370.59,1737.06,1780.065082,2420.364217,2249.35649,2658.30427,2460.984279,144.8081279,NA,NA,2.51157181,2.36179786,6.031918611,0.385990098,5.085401178,2.47573961,35.97054629,-7.065371622,18.18065662,-7.422776733,-94.11584507,NA,NA,BIHAR
SUPAUL,792.83,829.9,854.29,999.46,853.93,1176.52,1134.505293,1278.926005,1281.75015,1328.892778,1414.347419,96.278179,NA,NA,4.675655563,2.938908302,16.99305856,-14.56086287,20.87641844,-3.571100077,12.7298403,0.220821583,3.67798888,6.430514341,-93.19274899,NA,NA,BIHAR
VAISHALI,1382.59,1465.51,1340.18,1723.93,1401.9,2066,2068.568497,2402.349226,2370.035701,2917.009319,3079.93293,198.8734911,NA,NA,5.997439588,-8.551971669,28.63421331,-18.67999281,23.95534632,0.124322197,16.1358316,-1.345080233,23.07870794,5.585296213,-93.54292786,NA,NA,BIHAR
BASTER,1166.66,1010.89,1344.05,1252.98,1607.66,1565.11,1718.67,1825.11,NA,NA,NA,NA,NA,NA,-13.35179058,32.95709721,-6.775789591,28.30691631,-2.646703905,9.811450952,6.193160991,NA,NA,NA,NA,NA,NA,CHHATTISGARH
BILASPUR,2379.56,2193.56,2557.56,2491.59,2902.65,3066.72,3415.42,3902.43,NA,NA,NA,NA,NA,NA,-7.816571131,16.5940298,-2.579411627,16.49789893,5.652421064,11.37045443,14.25915407,NA,NA,NA,NA,NA,NA,CHHATTISGARH
DAMTARI,748.12,693.02,837.18,813.32,998.94,1057.15,1190.61,1392.09,NA,NA,NA,NA,NA,NA,-7.365128589,20.80170846,-2.850044196,22.82250529,5.827176807,12.62450929,16.92241792,NA,NA,NA,NA,NA,NA,CHHATTISGARH
DANTEWARA,851.55,735.31,890.47,877.98,1047.08,1032.91,1068.86,1224.28,NA,NA,NA,NA,NA,NA,-13.65040221,21.10130421,-1.402630072,19.26011982,-1.353287237,3.480458123,14.54072563,NA,NA,NA,NA,NA,NA,CHHATTISGARH
DURG,3981.49,3689.41,4090.38,4157.56,4937.4,5264.94,5991.7,6710.02,NA,NA,NA,NA,NA,NA,-7.335947095,10.86813339,1.642390194,18.75715564,6.633855876,13.80376604,11.98858421,NA,NA,NA,NA,NA,NA,CHHATTISGARH
JANJGIR CHAMPA,1151.22,1077.87,1299.02,1230.08,1408.24,1520.22,1748.18,2076.04,NA,NA,NA,NA,NA,NA,-6.371501537,20.51731656,-5.307077643,14.48361082,7.951769585,14.99519806,18.75436168,NA,NA,NA,NA,NA,NA,CHHATTISGARH
JASHPUR,740.52,665.47,775.22,745.79,908.76,921.24,835.19,1074.95,NA,NA,NA,NA,NA,NA,-10.13477016,16.49210333,-3.796341684,21.85199587,1.373299881,-9.340671269,28.70724027,NA,NA,NA,NA,NA,NA,CHHATTISGARH
KANKER,605.55,524.39,658.5,583.92,826.76,819.53,887.88,1036.23,NA,NA,NA,NA,NA,NA,-13.40269177,25.57447701,-11.32574032,41.58788875,-0.874498041,8.340146181,16.70833896,NA,NA,NA,NA,NA,NA,CHHATTISGARH
KAWARDHA,501.78,412.2,529.68,494.02,558.08,552.87,625.71,702.41,NA,NA,NA,NA,NA,NA,-17.85244529,28.5007278,-6.732366712,12.96708635,-0.933557913,13.17488741,12.25807483,NA,NA,NA,NA,NA,NA,CHHATTISGARH
KORBA,4668.65,4674.3,4752.22,4961.98,5229.77,5953.75,6337.78,6657.9,NA,NA,NA,NA,NA,NA,0.121019995,1.66698757,4.413937065,5.396837553,13.84343862,6.450220449,5.050979996,NA,NA,NA,NA,NA,NA,CHHATTISGARH
KORIYA,896.67,900.5,938.46,996.42,1118.83,1169.91,717.6,1318.42,NA,NA,NA,NA,NA,NA,0.427135959,4.215435869,6.176075698,12.28498023,4.565483586,-38.66194836,83.72630992,NA,NA,NA,NA,NA,NA,CHHATTISGARH
MAHASAMUND,779.07,708.79,905.37,786.65,1044.92,1057.7,1096.52,1224.36,NA,NA,NA,NA,NA,NA,-9.021012233,27.73458993,-13.11287098,32.83162779,1.223060139,3.670227853,11.65870208,NA,NA,NA,NA,NA,NA,CHHATTISGARH
RAIGARH,1264.57,1319.52,1501.5,1534.53,1857.26,2052.39,1777.42,3179.23,NA,NA,NA,NA,NA,NA,4.345350593,13.79137868,2.1998002,21.03119522,10.50633729,-13.39755115,78.86768462,NA,NA,NA,NA,NA,NA,CHHATTISGARH
RAIPUR,4224.67,4122.75,4646.69,4795.55,5623.57,6158.53,6972.66,7833.64,NA,NA,NA,NA,NA,NA,-2.412496124,12.70850767,3.203570714,17.26642408,9.51281837,13.21955077,12.34794182,NA,NA,NA,NA,NA,NA,CHHATTISGARH
RAJNANGAON,1456.61,1296.67,1570.57,1482.49,1757.14,1826.84,2064.77,2228.52,NA,NA,NA,NA,NA,NA,-10.98028985,21.12333901,-5.608155001,18.52626325,3.966673117,13.0241291,7.930665401,NA,NA,NA,NA,NA,NA,CHHATTISGARH
SURGUJA,1832.01,1813.11,1950.47,2025.75,2241.49,2301.14,1790,2663.03,NA,NA,NA,NA,NA,NA,-1.031653757,7.575933065,3.859582562,10.64988276,2.661176271,-22.2124686,48.7726257,NA,NA,NA,NA,NA,NA,CHHATTISGARH
AMBALA,2673.25,2909.99,3274.14,3550.62,3727.82,4120.86,4348.67,NA,NA,NA,NA,NA,NA,NA,8.855887029,12.51378871,8.444354853,4.990677684,10.54342753,5.528214984,NA,NA,NA,NA,NA,NA,NA,HARYANA
BHIWANI,2496.47,2546.75,2802.6,2788.91,3211.96,3200.86,3497.54,NA,NA,NA,NA,NA,NA,NA,2.01404383,10.04613723,-0.488474988,15.16900868,-0.345583382,9.268759021,NA,NA,NA,NA,NA,NA,NA,HARYANA
FARIDABAD,6120.49,7258.78,8121.89,7908.5,8468.57,9505.68,10022.07,NA,NA,NA,NA,NA,NA,NA,18.59802075,11.89056563,-2.627344128,7.081873933,12.24657764,5.432436186,NA,NA,NA,NA,NA,NA,NA,HARYANA
FATEHABAD,1942.31,2049.04,1988.52,2133.55,2335.86,2499.67,2393.3,NA,NA,NA,NA,NA,NA,NA,5.495003372,-2.953578261,7.293363909,9.482318202,7.012834673,-4.255361708,NA,NA,NA,NA,NA,NA,NA,HARYANA
GURGAON,7715.09,8298.34,9196.86,10274.73,12223.44,13752.22,14977.67,NA,NA,NA,NA,NA,NA,NA,7.559859963,10.82770771,11.71997834,18.96604582,12.50695385,8.910924927,NA,NA,NA,NA,NA,NA,NA,HARYANA
HISAR,3646.78,3963.15,4049.91,4321.36,4846.2,4812.36,4950.7,NA,NA,NA,NA,NA,NA,NA,8.675324533,2.189167708,6.702618083,12.14525057,-0.698279064,2.87468103,NA,NA,NA,NA,NA,NA,NA,HARYANA
JHAJJAR,1580.9,1769.13,1836.21,1788.9,2095.83,2317.29,2652.15,NA,NA,NA,NA,NA,NA,NA,11.90650895,3.791694223,-2.576502688,17.15747107,10.56669673,14.45050037,NA,NA,NA,NA,NA,NA,NA,HARYANA
JIND,2383.2,2500.61,2668.88,2645.69,2900.74,2925.07,2970.55,NA,NA,NA,NA,NA,NA,NA,4.926569319,6.729158085,-0.86890381,9.640207281,0.838751491,1.554834585,NA,NA,NA,NA,NA,NA,NA,HARYANA
KAITHAL,1803.89,1799.5,1960.26,2152.58,2109.6,2231.24,2379.85,NA,NA,NA,NA,NA,NA,NA,-0.243362955,8.933592665,9.810943446,-1.996673759,5.766021995,6.660422007,NA,NA,NA,NA,NA,NA,NA,HARYANA
KARNAL,2955.71,3123.16,3329.01,3575.61,3699.14,4017.75,4260.04,NA,NA,NA,NA,NA,NA,NA,5.66530546,6.591080828,7.407607667,3.454795126,8.613083041,6.030489702,NA,NA,NA,NA,NA,NA,NA,HARYANA
KURUKSHETRA,1660.63,1761.15,1866.88,2049.72,2156.98,2420.69,2423.93,NA,NA,NA,NA,NA,NA,NA,6.053124417,6.003463646,9.793880699,5.232909861,12.2258899,0.133846135,NA,NA,NA,NA,NA,NA,NA,HARYANA
MAHINDERGARH,1119.36,1196.17,1313.94,1220.59,1501.41,1653.17,1706.66,NA,NA,NA,NA,NA,NA,NA,6.861956832,9.84559051,-7.104586206,23.0069065,10.10783197,3.235601904,NA,NA,NA,NA,NA,NA,NA,HARYANA
PANCHKULA,1243.42,1310.92,1400.49,1501.11,1666.16,1900.09,2169.52,NA,NA,NA,NA,NA,NA,NA,5.428576024,6.832606109,7.184628237,10.99519689,14.04006818,14.17985464,NA,NA,NA,NA,NA,NA,NA,HARYANA
PANIPAT,2732.45,3044.18,3129.69,3787.86,3859.52,4430.75,5349.52,NA,NA,NA,NA,NA,NA,NA,11.40844297,2.808966618,21.02987836,1.891833383,14.80054515,20.73621847,NA,NA,NA,NA,NA,NA,NA,HARYANA
REWARI,1912.48,2077.29,2452.58,2690.25,2662.73,3024.52,3331.98,NA,NA,NA,NA,NA,NA,NA,8.617606459,18.0663268,9.690611519,-1.022953257,13.58718308,10.16557999,NA,NA,NA,NA,NA,NA,NA,HARYANA
ROHTAK,1781.4,2004.09,2132.71,2327.23,2329.57,2534.07,2659.3,NA,NA,NA,NA,NA,NA,NA,12.50084203,6.417875445,9.120789981,0.100548721,8.778444091,4.941852435,NA,NA,NA,NA,NA,NA,NA,HARYANA
SIRSA,2555.44,2734.64,2622.98,2870.19,3186.53,3522.63,3512.05,NA,NA,NA,NA,NA,NA,NA,7.012491,-4.083169997,9.424776399,11.02157,10.54752348,-0.300343777,NA,NA,NA,NA,NA,NA,NA,HARYANA
SONIPAT,2594.76,2725.68,3120.12,3347.06,3560.29,3719.71,4006.38,NA,NA,NA,NA,NA,NA,NA,5.045553346,14.47125121,7.273438201,6.370665599,4.477725129,7.706783593,NA,NA,NA,NA,NA,NA,NA,HARYANA
YAMUNA NAGAR,2359.8,2404.13,2582.62,2724.54,2845.69,3087.44,3258.49,NA,NA,NA,NA,NA,NA,NA,1.87854903,7.424307338,5.495194802,4.446622182,8.495303424,5.540188635,NA,NA,NA,NA,NA,NA,NA,HARYANA
BILASPUR,838.7,868.22,905,953.4,1030.97,1097.44,1176.48,NA,NA,NA,NA,NA,NA,NA,3.51973292,4.236253484,5.348066298,8.136144326,6.447326304,7.202216066,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
CHAMBA,768.55,797.94,893.97,883.14,957.21,1013.38,1094.83,NA,NA,NA,NA,NA,NA,NA,3.824084315,12.03473945,-1.211450049,8.38711869,5.86809582,8.037458801,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
HAMIRPUR,974.68,984.38,1052.15,1133.94,1183.37,1270.19,1345.16,NA,NA,NA,NA,NA,NA,NA,0.995198424,6.884536459,7.773606425,4.359137168,7.336674075,5.90226659,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
KANGRA,2686.46,2783.17,3038.58,3062.37,3291.5,3595.21,4040.46,NA,NA,NA,NA,NA,NA,NA,3.599904707,9.176945713,0.782931501,7.482113526,9.227100106,12.38453387,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
KINNAUR,264.16,279.78,297.7,326.09,365.09,418.12,415.38,NA,NA,NA,NA,NA,NA,NA,5.91308298,6.405032526,9.536446087,11.95988837,14.52518557,-0.655314264,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
KULLU,746.83,853.76,882.55,982.03,1113.49,1245.51,1325.86,NA,NA,NA,NA,NA,NA,NA,14.31785011,3.372142054,11.27188261,13.38655642,11.85641541,6.451172612,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
LAHAUL AND SPITI,229.43,205.66,221.94,214.61,236.34,276.24,245.12,NA,NA,NA,NA,NA,NA,NA,-10.36045853,7.915977827,-3.302694422,10.12534365,16.88245748,-11.26556617,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
MANDI,1580.79,1686.36,1826.84,1873.12,2035.78,2114.2,2331.19,NA,NA,NA,NA,NA,NA,NA,6.678306416,8.330368367,2.533336253,8.683907064,3.852086178,10.26345663,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
SHIMLA,1852.85,2145.69,2075.92,2284.74,2636.34,2753.64,2897.8,NA,NA,NA,NA,NA,NA,NA,15.80484119,-3.251634672,10.0591545,15.38905959,4.449350236,5.235252248,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
SIRMAUR,1097.2,1134.1,1170.13,1228.7,1235.46,1344.97,1500.45,NA,NA,NA,NA,NA,NA,NA,3.363106088,3.176968521,5.005426747,0.550174982,8.863904942,11.56010915,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
SOLAN,2056.52,2238.28,2354.29,2479.69,2654.42,2903.36,3132.95,NA,NA,NA,NA,NA,NA,NA,8.838231576,5.182997659,5.326446614,7.046445322,9.378319934,7.907734487,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
UNA,1016.29,1026.89,1067.02,1162.82,1185.02,1248.89,1422.3,NA,NA,NA,NA,NA,NA,NA,1.043009377,3.907916135,8.978275946,1.909151889,5.389782451,13.88513,NA,NA,NA,NA,NA,NA,NA,HIMACHAL PRADESH
BOKARO,2546.86,2244.83,2268.1,2440.12,2640.51,3052.49,3209.26,NA,NA,NA,NA,NA,NA,NA,-11.85891647,1.036604108,7.584321679,8.212301034,15.60228895,5.135807161,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
CHATRA,660.17,584.92,648.8,667.74,727.23,827.53,828.37,NA,NA,NA,NA,NA,NA,NA,-11.39857915,10.92115161,2.919235512,8.909156258,13.79206028,0.101506894,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
DEOGHAR,1476.11,1238.89,1290.39,1408.64,1506.02,1759.43,1848.34,NA,NA,NA,NA,NA,NA,NA,-16.07061804,4.156946944,9.163896186,6.913050886,16.82646977,5.053341139,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
DHANBAD,4651.78,4432.27,4446.98,4574.89,4869.53,5637.78,5900.29,NA,NA,NA,NA,NA,NA,NA,-4.71883881,0.331884114,2.876334051,6.44037343,15.7766766,4.656265409,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
DUMKA,1763.49,1551.05,1727.25,1109.4,1183.98,1372.81,1369.97,NA,NA,NA,NA,NA,NA,NA,-12.04656675,11.36004642,-35.77073383,6.722552731,15.94874913,-0.20687495,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
GARHWA,737.14,658.33,725.57,737.17,790.11,908.33,901.06,NA,NA,NA,NA,NA,NA,NA,-10.69132051,10.2137226,1.598743057,7.18151851,14.96247358,-0.80036991,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
GIRIDIH,1621.99,1457.06,1549.98,1599.86,1715.42,2010.66,2081.29,NA,NA,NA,NA,NA,NA,NA,-10.16837342,6.377225372,3.21810604,7.223132024,17.21094542,3.512776899,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
GODDA,887.02,775.58,850.18,864.27,913.82,1064.07,1077.61,NA,NA,NA,NA,NA,NA,NA,-12.56341458,9.618608009,1.657296102,5.733162091,16.44196888,1.272472676,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
GUMLA,1427.24,1301.02,1544.44,916.72,967.32,1102.74,1032.89,NA,NA,NA,NA,NA,NA,NA,-8.843642275,18.70993528,-40.64385797,5.519678855,13.99950378,-6.334222029,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
HAZARIBAGH,3086.78,2933.92,3071.7,3050.31,3293.85,3773.06,3832.47,NA,NA,NA,NA,NA,NA,NA,-4.952085993,4.696106233,-0.696357066,7.984106533,14.5486285,1.574584025,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
JAMTARA,NA,NA,NA,617.82,665.17,768.77,776.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.664044544,15.5749658,0.979486713,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
KODERMA,588.83,543.46,570.85,584.32,627.43,736.34,759.17,NA,NA,NA,NA,NA,NA,NA,-7.705110134,5.039929342,2.359639135,7.377806681,17.35811166,3.100469892,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
LATEHAR,NA,NA,NA,551.15,593.67,677.38,660.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.714778191,14.10042616,-2.559863002,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
LOHARDAGA,356.95,319.83,360.43,352.98,373.28,433.08,426.06,NA,NA,NA,NA,NA,NA,NA,-10.39921558,12.69424382,-2.066975557,5.751034053,16.02014574,-1.620947631,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
PAKUR,1166.74,951.84,968.89,1086.09,1158.06,1329.4,1392.94,NA,NA,NA,NA,NA,NA,NA,-18.41884224,1.79126744,12.0963164,6.626522664,14.79543374,4.779599819,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
PALAMU,1837.45,1689.21,1873.18,1313.71,1426.64,1635.55,1645.17,NA,NA,NA,NA,NA,NA,NA,-8.067702523,10.89088982,-29.86739128,8.596265538,14.64349801,0.588181346,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
RANCHI,3930.95,3730.97,4286.26,4106.81,4601.27,5183.67,5230.75,NA,NA,NA,NA,NA,NA,NA,-5.087319859,14.88326092,-4.186633569,12.04000185,12.65737503,0.908236828,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
SAHEBGANJ,1381.08,1111.89,1119.66,1286.14,1388.23,1607.52,1709.55,NA,NA,NA,NA,NA,NA,NA,-19.4912677,0.698810134,14.86879946,7.937705071,15.7963738,6.347043894,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
SARAYKELA KHARSAWA,NA,NA,NA,1095.15,1225.4,1410.21,1460.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.89334794,15.08160601,3.568971997,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
SIMDEGA,NA,NA,NA,548.25,552.12,630.35,599.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705882353,14.16902123,-4.873482986,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
SINGHBHUM: EAST,3370.58,2920.88,3033.1,3293.64,3577.17,4171.27,4423.44,NA,NA,NA,NA,NA,NA,NA,-13.34191741,3.841992824,8.58989153,8.608408934,16.60810082,6.045401041,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
SINGHBHUM: WEST,2831.92,2495.18,2707.14,1677.19,1807.81,2077.67,2090.67,NA,NA,NA,NA,NA,NA,NA,-11.89087262,8.494777932,-38.04568659,7.788026401,14.92745366,0.625700905,NA,NA,NA,NA,NA,NA,NA,JHARKHAND
BAGALKOTE,2574.91,2845.02,2867.81,2813.99,2554.12,2729.18,3106.1,NA,4945,5085,5030,5433,NA,NA,10.49007538,0.80104885,-1.876693365,-9.234929762,6.854024087,13.81074169,NA,NA,2.831142568,-1.081612586,8.011928429,NA,NA,KARNATAKA
BANGALORE RURAL,3262.57,5096.26,5042.31,4336.05,4592,4543.76,4951.29,NA,4922,5048,6352,6906,NA,NA,56.20385156,-1.058619458,-14.00667551,5.902837836,-1.050522648,8.969003645,NA,NA,2.559934986,25.83201268,8.721662469,NA,NA,KARNATAKA
BANGALORE URBAN,21876.93,20490.12,25285.1,27768.66,28290.7,35236.66,37628.44,NA,78223,81684,89261,87206,NA,NA,-6.339143564,23.40142469,9.82222732,1.879961078,24.55209663,6.787760247,NA,NA,4.42452987,9.275990402,-2.302237259,NA,NA,KARNATAKA
BELGAUM,6968.35,7700.24,7092.07,7175.44,7139.48,7216.66,8012.78,NA,12795,13158,14340,15476,NA,NA,10.50306027,-7.898065515,1.175538313,-0.501153936,1.081031112,11.0316961,NA,NA,2.837045721,8.983128135,7.921896792,NA,NA,KARNATAKA
BELLARY,3517.42,3837.59,3839.33,4351.53,5722.39,5579.26,6359.42,NA,8732,8951,9054,10602,NA,NA,9.102410289,0.045340956,13.34086937,31.50294264,-2.501227634,13.98321641,NA,NA,2.508016491,1.150709418,17.09741551,NA,NA,KARNATAKA
BIDAR,1873.37,1712.1,1843.38,1935.83,1964.22,1941.41,1957.71,NA,3129,3245,3237,3855,NA,NA,-8.608550366,7.667776415,5.015243737,1.466554398,-1.161275214,0.839595964,NA,NA,3.707254714,-0.246533128,19.09175162,NA,NA,KARNATAKA
BIJAPUR,2706.97,2469.33,2510.05,2645.68,2501.62,2536.06,2721.94,NA,4519,4655,4666,5620,NA,NA,-8.778819122,1.649030304,5.403478018,-5.44510296,1.376707893,7.329479586,NA,NA,3.00951538,0.236305048,20.44577797,NA,NA,KARNATAKA
CHAMARAJANAGAR,1479.89,1688.01,1516.08,1561.38,1281.05,1381.57,1365.3,NA,2495,2543,2589,2599,NA,NA,14.0632074,-10.1853662,2.987968973,-17.95398942,7.846688264,-1.177645722,NA,NA,1.923847695,1.808887141,0.386249517,NA,NA,KARNATAKA
CHICKMAGALUR,2491.37,2206.88,2325.13,2505.27,2357.35,2607.85,2872.13,NA,3855,4005,4215,4726,NA,NA,-11.41901845,5.358243312,7.747523794,-5.904353623,10.6263389,10.13401844,NA,NA,3.891050584,5.243445693,12.12336892,NA,NA,KARNATAKA
CHITRADURGA,2057.89,2403.49,2387.8,2459.82,2365.29,2417.64,2556.33,NA,4050,4181,4719,4946,NA,NA,16.79390055,-0.652800719,3.016165508,-3.842964119,2.213259262,5.736586092,NA,NA,3.234567901,12.86773499,4.810341174,NA,NA,KARNATAKA
DAKSHINA KANNADA,4861.86,5379.41,5871.02,6814.9,7771.58,7151.43,7192.95,NA,10949,11471,13690,14036,NA,NA,10.6451029,9.138734545,16.07693382,14.03806365,-7.979715836,0.580583184,NA,NA,4.767558681,19.34443379,2.527392257,NA,NA,KARNATAKA
DAVANGERE,2692.72,2837.79,2733.65,2691.95,2906.89,3586.22,3772.75,NA,5673,5881,6117,6421,NA,NA,5.38748923,-3.6697571,-1.525433029,7.984546518,23.36964935,5.201298303,NA,NA,3.666490393,4.012922972,4.969756417,NA,NA,KARNATAKA
DHARWAD,3125.58,3280.97,3149.15,3664.47,3558.79,3417.47,4142.99,NA,7355,7678,8868,9417,NA,NA,4.971557279,-4.017714274,16.3637807,-2.883909542,-3.971012619,21.22974013,NA,NA,4.39157036,15.49882782,6.190798376,NA,NA,KARNATAKA
GADAG,1350.41,1636.24,1526.41,1520.52,1493.56,1647.33,1835.64,NA,2803,2933,2883,3066,NA,NA,21.16616435,-6.712340488,-0.385872734,-1.773077631,10.2955355,11.43122507,NA,NA,4.637887977,-1.704739175,6.347554631,NA,NA,KARNATAKA
GULBARGA,4286.65,4347.56,4163.85,4358.52,4591.66,4899.33,5364.07,NA,7444,7671,5382,6416,NA,NA,1.420923098,-4.225588606,4.675240463,5.349063444,6.700626789,9.485786832,NA,NA,3.049435787,-29.83965585,19.21218878,NA,NA,KARNATAKA
HASSAN,2596.43,2668.07,2755.75,2714.98,3161.78,2906.59,3082.82,NA,4948,5130,5981,6522,NA,NA,2.759173172,3.2862706,-1.479452055,16.45684314,-8.07108654,6.063118637,NA,NA,3.67825384,16.58869396,9.045310149,NA,NA,KARNATAKA
HAVERI,2072.76,2608.45,1949.45,1818.82,1940.76,2283.8,2441.17,NA,3607,3723,3750,3986,NA,NA,25.84428491,-25.2640457,-6.700864346,6.704346774,17.67554978,6.890708468,NA,NA,3.215968949,0.725221595,6.293333333,NA,NA,KARNATAKA
KODAGU,1605.85,1526.44,1550.3,1566.18,1298.27,1940.1,2020.79,NA,2976,3076,3193,3435,NA,NA,-4.94504468,1.563114174,1.024317874,-17.10595206,49.43732814,4.159063966,NA,NA,3.360215054,3.803641092,7.579079236,NA,NA,KARNATAKA
KOLAR,3613.33,3629.06,3814.9,3624.21,3959.69,4187.05,4347.7,NA,5033,5123,5693,5412,NA,NA,0.435332505,5.120885298,-4.998558285,9.256637998,5.741863631,3.836830227,NA,NA,1.788197894,11.12629319,-4.935886176,NA,NA,KARNATAKA
KOPPAL,1639.93,1787.9,2056.07,2143.74,2449.14,2239.61,2705.33,NA,3018,3083,3360,3993,NA,NA,9.022946101,14.99916103,4.263959885,14.24613059,-8.555247965,20.79469193,NA,NA,2.153744201,8.984755109,18.83928571,NA,NA,KARNATAKA
MANDYA,2463.43,2720.09,2701.25,2675.83,2793.16,2784.1,2805.03,NA,4607,4708,4481,5173,NA,NA,10.4188063,-0.692624141,-0.941045812,4.384807705,-0.324363803,0.751768974,NA,NA,2.192316041,-4.821580289,15.44298148,NA,NA,KARNATAKA
