DISTRICT NAME,GDP (in Rs. Cr.)|1999-00,GDP (in Rs. Cr.)|2000-01,GDP (in Rs. Cr.)|2001-02,GDP (in Rs. Cr.)|2002-03,GDP (in Rs. Cr.)|2003-04,GDP (in Rs. Cr.)|2004-05,GDP (in Rs. Cr.)|2005-06,GDP (in Rs. Cr.)|2006-07,GDP (in Rs. Cr.)|2007-08,GDP (in Rs. Cr.)|2008-09,GDP (in Rs. Cr.)|2009-10,GDP (in Rs. Cr.)|2010-11,GDP (in Rs. Cr.)|2011-12,GDP (in Rs. Cr.)|2012-13,Growth Rate % (YoY)|2000-01,Growth Rate % (YoY)|2001-02,Growth Rate % (YoY)|2002-03,Growth Rate % (YoY)|2003-04,Growth Rate % (YoY)|2004-05,Growth Rate % (YoY)|2005-06,Growth Rate % (YoY)|2006-07,Growth Rate % (YoY)|2007-08,Growth Rate % (YoY)|2008-09,Growth Rate % (YoY)|2009-10,Growth Rate % (YoY)|2010-11,Growth Rate % (YoY)|2011-12,Growth Rate % (YoY)|2012-13,STATE NAME
MYSORE,4782.99,5683.37,5383.35,5630.74,5594.83,6056.31,6339.59,NA,9402,9698,11286,13257,NA,NA,18.82462644,-5.278910224,4.595465649,-0.637749212,8.248329261,4.6774356,NA,NA,3.148266326,16.37451021,17.46411483,NA,NA,KARNATAKA
RAICHUR,2028,2119.92,1921.24,2010.67,2289.6,2337.96,2627.58,NA,4045,4161,4069,4535,NA,NA,4.532544379,-9.372051776,4.654806271,13.87249026,2.112159329,12.38772263,NA,NA,2.867737948,-2.211006969,11.45244532,NA,NA,KARNATAKA
SHIMOGA,3084.6,3237.17,3071.17,3204.56,3325.94,3449.02,3570.99,NA,6156,6359,6702,6896,NA,NA,4.94618427,-5.12793582,4.343295877,3.787727488,3.700607948,3.536366852,NA,NA,3.297595841,5.393929863,2.894658311,NA,NA,KARNATAKA
TUMKUR,3588.97,4265.65,3767.37,3883.37,3826.69,4045.45,4325.28,NA,7667,7857,8341,9353,NA,NA,18.85443456,-11.68122092,3.079071076,-1.459557034,5.716689881,6.917153839,NA,NA,2.478153124,6.160112002,12.13283779,NA,NA,KARNATAKA
UDUPI,2244.65,2641.89,2645.78,2791.71,2933.25,2785.81,2877.62,NA,5443,5708,5953,6533,NA,NA,17.6971911,0.147243072,5.515575747,5.070010854,-5.026506435,3.295630355,NA,NA,4.868638618,4.292221444,9.742986729,NA,NA,KARNATAKA
ALAPPUZHA,4533.9,4600.27,4893.73,5247.72,5510.77,5885.6,8327.7,9181.28,10004.34,10663,11811.41,12168.21,13194.07,14221.32,1.463861135,6.379190787,7.233541695,5.012653114,6.801771803,8.712110915,10.24988892,8.964545249,6.583742656,10.77004595,3.020807846,8.430656604,7.785694634,KERALA
ERNAKULAM,9562.42,9752.23,10409.79,11232.83,12095.66,13180.23,18440.27,20314.54,22343.96,24020.03,25698.16,27497.63,29417.3,32291.35,1.984957783,6.74266296,7.906403491,7.681323406,8.966604551,10.92408858,10.16400519,9.989987467,7.501221807,6.986377619,7.002330128,6.981219836,9.769931299,KERALA
IDUKKI,2958.33,3268.71,3568.79,3631.02,3365.32,3729.79,4884.78,5052.93,5213.22,5619.25,6338.56,6726.98,6925.68,7443.63,10.49173013,9.180380028,1.743728266,-7.317503071,10.83017365,7.291563332,3.442324936,3.172218891,7.788468547,12.80081861,6.127890246,2.953777178,7.478688013,KERALA
KANNUR,4920.51,4873.59,5199.95,5585.6,6030.34,6850.22,9571.46,10121.39,10989,11570.35,12643.4,13738.69,14941.64,16184.52,-0.953559692,6.696500937,7.416417466,7.962260097,13.59591665,10.0855155,5.745518448,8.572043958,5.29029029,9.274136046,8.662938766,8.755929423,8.318230127,KERALA
KASARGODE,2254.34,2146.18,2345.28,2501.07,2850.65,3106.09,4309.72,4626.25,5083.92,5017.11,5451.47,5973.19,6592.62,7108.63,-4.797856579,9.276947879,6.642703643,13.97721775,8.960763335,6.620220277,7.344560668,9.892893812,-1.314143417,8.657573783,9.5702627,10.37017071,7.827085438,KERALA
KOLLAM,5144.42,5290.83,5785.75,6083.15,6378.72,6951.27,9876.25,10546.14,11410.63,12546.41,13141.79,14141.2,15201.21,16332.49,2.845996244,9.354297908,5.140215184,4.858831362,8.975938746,10.29135683,6.782837615,8.197217181,9.953701066,4.7454212,7.604824,7.495898509,7.442039153,KERALA
KOTTAYAM,4430.62,4653.32,4972.13,5498.65,5840.11,6516.02,9275.77,9979.79,10854.66,11305.35,12452.62,13137.28,14108.63,15236.71,5.026384569,6.851237396,10.58942546,6.209887882,11.57358337,11.27866397,7.589882026,8.766416929,4.152041612,10.14802726,5.498120074,7.393844083,7.99567357,KERALA
KOZHIKODE,6111.7,5953.96,6476.5,6901.26,7567.29,8151.6,11282.13,12298.56,13360.66,14041.07,15197.79,16542.07,17869.01,19409.69,-2.58095129,8.776343812,6.558480661,9.650846367,7.7215225,9.365523333,9.009203049,8.63597039,5.092637639,8.238118605,8.845233419,8.021607937,8.622078112,KERALA
MALAPPURAM,5610.17,5451.82,5811.98,6589.3,6910.92,7477.73,10494.11,11001.95,11876.67,12912.41,13652.36,14740.58,15817.02,17079.03,-2.822552614,6.606234248,13.37444382,4.880943348,8.201657666,8.279250521,4.839286038,7.950590577,8.720794634,5.730533649,7.970929568,7.302562043,7.978810168,KERALA
PALAKKAD,5232.39,5450.3,5857.01,6224.46,6555.7,7277.28,9935.95,10917.11,11923.71,12109.62,14010.36,14348.17,15555.86,16713.01,4.164636046,7.462158046,6.273678891,5.32158613,11.00691002,6.241755161,9.874848404,9.220388912,1.559162375,15.69611598,2.411144325,8.41703158,7.438675843,KERALA
PATHANAMTHITTA,2716.95,2824.31,3092.2,3330.46,3510.18,3807.35,5195.53,5583.94,6141.88,6420.93,7217.69,7823.08,8478.06,9170.96,3.951489722,9.485148585,7.705193713,5.396251569,8.465947615,9.934206206,7.475849432,9.99186954,4.543397136,12.40879436,8.38758661,8.372405753,8.172860301,KERALA
THIRUVANANTHAPURAM,7344.3,7432.41,8078.63,8655.26,9166.57,10180.54,14162.23,15417.65,16938.91,17740.42,19188.02,20731.4,22727.28,24495.04,1.199705894,8.694622606,7.137720133,5.907505956,11.06160756,9.117787465,8.864564408,9.867003078,4.731768455,8.159897004,8.043456282,9.627328593,7.778141511,KERALA
THRISSUR,6664.93,6716.13,7251.98,7714.87,8318.39,9038.15,12557.12,13753.99,15050.32,15747.49,17451.53,18652.94,20247.37,21996.51,0.768200116,7.978553125,6.38294645,7.822814902,8.652635907,9.468751902,9.53140529,9.425119547,4.632260311,10.82102608,6.884267454,8.547875027,8.638850379,KERALA
WAYANAD,1683.49,1843.89,1565.25,1613.43,1757.71,2267.44,2980.91,2871.17,2900.8,2945.76,3316.2,3629.29,3880.97,4167.01,9.527826123,-15.11153051,3.07810254,8.942439399,28.99966434,4.007603288,-3.681426142,1.031983477,1.549917264,12.57536255,9.441227911,6.934689705,7.370322368,KERALA
BALAGHAT,1651.36,1574.46,1747.45,1600.56,1771.74,1773.19,1957.44,1988.57,NA,NA,NA,NA,NA,NA,-4.656767755,10.98725912,-8.405962975,10.69500675,0.081840451,10.39087746,1.590342488,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
BARWANI,816.45,781.95,852.19,842.54,985.59,973.09,1009.61,1066.35,NA,NA,NA,NA,NA,NA,-4.225610876,8.982671526,-1.132376583,16.97842239,-1.268275855,3.752993043,5.619991878,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
BETUL,1702.27,1600.22,1808.62,1755.23,1879.29,1895.55,2123.71,2239.93,NA,NA,NA,NA,NA,NA,-5.994936173,13.02320931,-2.951974434,7.068019576,0.865220376,12.03661207,5.472498599,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
BHIND,1295.06,1152.8,1328.31,1222.71,1362.86,1356.85,1483.21,1443.38,NA,NA,NA,NA,NA,NA,-10.98481924,15.22467037,-7.949951442,11.4622437,-0.4409844,9.312746435,-2.685391819,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
BHOPAL,4335.97,4277.19,4462.23,4577.41,4972,5468.37,5813.31,6344,NA,NA,NA,NA,NA,NA,-1.355636686,4.326204821,2.5812206,8.620377025,9.983306516,6.307912596,9.128878384,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
CHHATARPUR,1508.65,1454.65,1545.93,1492.82,1606.05,1668.44,1772.01,1704.72,NA,NA,NA,NA,NA,NA,-3.57935903,6.275048981,-3.435472499,7.584973406,3.884686031,6.207595119,-3.797382633,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
CHHINDWARA,2616.88,2390.74,2458.56,2536.79,2830.22,2871.69,3051.54,3266.32,NA,NA,NA,NA,NA,NA,-8.641588456,2.836778571,3.181943902,11.56698032,1.465257118,6.262862635,7.038413391,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
DAMOH,1174.86,1178.1,1200.93,1076.63,1244.11,1306.93,1414.46,1447.16,NA,NA,NA,NA,NA,NA,0.275777539,1.937866056,-10.35031184,15.55594773,5.049392739,8.227678606,2.311836319,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
DATIA,739.55,706.75,787.55,734.36,792.63,781.52,856.96,858.44,NA,NA,NA,NA,NA,NA,-4.435129471,11.43261408,-6.753856898,7.93480037,-1.401662819,9.652983929,0.17270351,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
DEWAS,1655.88,1406.87,1598.88,1504.89,1735.22,1699.92,1800.28,1918.98,NA,NA,NA,NA,NA,NA,-15.03792545,13.64802718,-5.878489943,15.30543761,-2.034324178,5.903807238,6.593418802,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
DHAR,1997.21,1716.94,1909.67,1828.28,2111.3,2152.82,2239.87,2480.82,NA,NA,NA,NA,NA,NA,-14.03307614,11.22520298,-4.26199291,15.48012339,1.966560887,4.043533598,10.75732074,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
DINDORI,434.9,361.12,440.36,368.7,426.12,450.75,469.71,457.61,NA,NA,NA,NA,NA,NA,-16.9648195,21.94284448,-16.27304932,15.5736371,5.780061954,4.206322795,-2.576057567,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
GUNA,1750.91,1745.59,1834.34,1531.49,1873.25,1918.85,2115.15,2188.62,NA,NA,NA,NA,NA,NA,-0.303842002,5.084240858,-16.5100254,22.31552279,2.434271987,10.23008573,3.473512517,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
GWALIOR,3082.28,3012.19,3196.61,3124.89,3347.8,3487.34,3695.87,3804.29,NA,NA,NA,NA,NA,NA,-2.273966025,6.122455755,-2.243626842,7.133371095,4.168110401,5.979629173,2.93354474,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
HARDA,586.17,561.86,653.4,611.43,701.35,618.9,814.73,817.57,NA,NA,NA,NA,NA,NA,-4.147261033,16.29231481,-6.423324151,14.7065077,-11.75589934,31.64162223,0.348581739,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
HOSHANGABAD,1747.45,1770.63,1899.01,1791.15,1949.7,1905.45,2081.14,2244.32,NA,NA,NA,NA,NA,NA,1.326504335,7.250526649,-5.679801581,8.851854954,-2.269579935,9.220394133,7.840894894,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
INDORE,7381.76,7170.83,7456.76,7523.75,8040.52,8445.27,8858.6,9549.83,NA,NA,NA,NA,NA,NA,-2.85744863,3.987404526,0.898379457,6.868516365,5.033878406,4.894218894,7.80292597,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
JABALPUR,3651.37,3624.99,3760.55,3789.12,4057.43,4364.21,4641.52,4884.44,NA,NA,NA,NA,NA,NA,-0.722468553,3.739596523,0.759729295,7.081063677,7.56094375,6.354185523,5.233630362,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
JHABUA,1056.89,967.48,1097.64,1087.17,1193.23,1218.44,1333.77,1336.52,NA,NA,NA,NA,NA,NA,-8.459726178,13.45350808,-0.953864655,9.755603999,2.11275278,9.465381964,0.206182475,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
KATNI,1493.42,1439.85,1539.7,1473.04,1589.7,1636.45,1733.67,1738.49,NA,NA,NA,NA,NA,NA,-3.587068608,6.934750148,-4.329414821,7.919676316,2.940806441,5.940908674,0.278022922,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
MANDLA,774.71,723.61,824.16,786.73,844.61,876.21,948.01,959.55,NA,NA,NA,NA,NA,NA,-6.596016574,13.89560675,-4.541593865,7.357034815,3.741371757,8.194382625,1.217286737,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
MANDSAUR,1964.51,1452.57,1630.65,1476.2,1706.75,1898.72,1870.83,2099.84,NA,NA,NA,NA,NA,NA,-26.05942449,12.25965014,-9.471683071,15.61780247,11.24769298,-1.468884301,12.24109085,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
MORENA,1557.94,1469.05,1527.9,1389.64,1594.37,1654.05,1778.65,1799.95,NA,NA,NA,NA,NA,NA,-5.705611256,4.005990266,-9.049021533,14.73259261,3.743171284,7.533024999,1.197537458,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
NARSIMHAPUR,1150.68,1130.08,1255.26,1066.51,1208.62,1246.69,1316.96,1361.27,NA,NA,NA,NA,NA,NA,-1.790245768,11.07709189,-15.03672546,13.32476958,3.149873409,5.63652552,3.364566881,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
NEEMUCH,1102.97,917.23,1035.28,897.39,1096.56,1153.93,1170.65,1234.25,NA,NA,NA,NA,NA,NA,-16.83998658,12.87027245,-13.31910208,22.19436365,5.231815861,1.448961375,5.43287917,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
NIMAR: EAST,1934.28,1775.85,1951.51,1937.33,2023.45,2065.42,2192.04,2280.32,NA,NA,NA,NA,NA,NA,-8.190644581,9.891601205,-0.726616825,4.445293264,2.074180237,6.130472253,4.027298772,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
NIMAR: WEST,1473.87,1343.62,1453.77,1490.85,1649.08,1695.67,1755.86,1894.01,NA,NA,NA,NA,NA,NA,-8.837278729,8.198002411,2.550609794,10.61340846,2.825211633,3.54962935,7.867939357,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
PANNA,773.58,725.65,818.03,811.85,1017.51,921.54,991.8,954.48,NA,NA,NA,NA,NA,NA,-6.195868559,12.73065527,-0.755473516,25.33226581,-9.431848336,7.624194283,-3.762855414,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
RAISEN,1301.34,1194.66,1263.74,1220.77,1291.29,1347.54,1433.85,1499.75,NA,NA,NA,NA,NA,NA,-8.197703905,5.782398339,-3.40022473,5.77668193,4.356109007,6.405004675,4.596017715,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
RAJGARH,1387.69,1131.58,1225.18,1120.52,1443.09,1435.35,1517.38,1563.61,NA,NA,NA,NA,NA,NA,-18.45585109,8.271620212,-8.542418257,28.78752722,-0.536349084,5.714982408,3.046698915,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
RATLAM,2110.38,1679.37,1786.16,1703.06,2069.18,2090.24,2177.72,2370.29,NA,NA,NA,NA,NA,NA,-20.42333608,6.358932219,-4.652438751,21.49777459,1.017794489,4.18516534,8.842734603,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
REWA,1878.76,1853.04,1968.53,1907.37,1981.88,2061.42,2197.11,2250.62,NA,NA,NA,NA,NA,NA,-1.368988056,6.232461253,-3.106886865,3.906426126,4.013361051,6.582355852,2.435472052,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
SAGAR,2179.45,2248.93,2224.04,2106.99,2357.44,2427.31,2571.48,2694.59,NA,NA,NA,NA,NA,NA,3.187960265,-1.106748543,-5.262944911,11.886625,2.963808199,5.939496809,4.787515361,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
SATNA,2160.22,2109.26,2242.49,2184.22,2316.82,2425.63,2564.24,2576.37,NA,NA,NA,NA,NA,NA,-2.359018989,6.316433251,-2.598450829,6.070817042,4.696523683,5.714391725,0.473044645,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
SEHORE,1241.23,1061.55,1226.54,1181.3,1372.63,1314.76,1429.45,1458.35,NA,NA,NA,NA,NA,NA,-14.47596336,15.54236729,-3.688424348,16.19656311,-4.215994113,8.723265083,2.02175662,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
SEONI,1163.76,1030.25,1209.94,1168.14,1266.61,1248.63,1390.05,1449.97,NA,NA,NA,NA,NA,NA,-11.47229669,17.44139772,-3.454716763,8.429640283,-1.41953719,11.32601331,4.310636308,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
SHAHDOL,2116.4,2028.57,2166.68,2125.4,2242.59,2345.24,2554.87,2640.56,NA,NA,NA,NA,NA,NA,-4.14997165,6.808244231,-1.905219045,5.51378564,4.577296786,8.938530811,3.3539867,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
SHAJAPUR,1635.65,1281.6,1335.92,1262.81,1547.9,1587.52,1650.2,1738,NA,NA,NA,NA,NA,NA,-21.64582888,4.238451935,-5.472633092,22.57584276,2.559596873,3.948296714,5.320567204,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
SHEOPUR,528.66,495.5,533.67,392.43,574.55,565.51,600.14,607.33,NA,NA,NA,NA,NA,NA,-6.272462452,7.70332997,-26.46579347,46.40827664,-1.573405274,6.123675974,1.198053787,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
SHIVPURI,1396.81,1316.36,1422.63,1112.77,1465.18,1473.93,1596.63,1548.46,NA,NA,NA,NA,NA,NA,-5.759552122,8.073019539,-21.78078629,31.66961726,0.597196249,8.32468299,-3.016979513,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
SIDHI,3244.75,3093.65,3278.48,3322.68,3566.34,3756.04,4036.53,4233.7,NA,NA,NA,NA,NA,NA,-4.656753217,5.974496145,1.348185745,7.333237026,5.319178766,7.467705349,4.884641016,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
TIKAMGARH,1160.93,1111.91,1197.6,1083.12,1247.75,1211.7,1257.15,1222.19,NA,NA,NA,NA,NA,NA,-4.222476807,7.706558984,-9.559118236,15.19960854,-2.889200561,3.750928448,-2.78089329,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
UJJAIN,3250.93,2654.58,2759.85,2694.21,3147.52,3237.45,3344.16,3760.48,NA,NA,NA,NA,NA,NA,-18.34398157,3.965599078,-2.37839013,16.82534027,2.857170089,3.296112681,12.44916511,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
UMARIA,487.22,476.09,513.23,501.94,538.8,557.62,618.88,624.96,NA,NA,NA,NA,NA,NA,-2.284388982,7.801046021,-2.199793465,7.343507192,3.49294729,10.98597611,0.982419855,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
VIDISHA,1476.09,1381.78,1461.14,1348.27,1489.82,1575.94,1650.24,1741.17,NA,NA,NA,NA,NA,NA,-6.389176812,5.743316592,-7.724790232,10.498639,5.780564095,4.714646497,5.510107621,NA,NA,NA,NA,NA,NA,MADHYA PRADESH
AHMEDNAGAR,7680.38,7347.45,7618.89,8098.18,8521.04,9196.11,10847,12184,13422,18225,17754,21319,22045,22924,-4.334811559,3.694342935,6.290811391,5.221667091,7.922389755,17.94976354,12.32598875,10.16086671,35.78453286,-2.58436214,20.07998198,3.405413012,3.987298707,MAHARASHTRA
AKOLA,2970.06,2909.31,2934.96,3320.53,3384.98,3249.69,3698,4449,4919,7030,7234,8080,8443,9436,-2.045413224,0.881652351,13.13714667,1.940955209,-3.996773984,13.80408593,20.30827474,10.56417172,42.91522667,2.901849218,11.69477468,4.492574257,11.76122231,MAHARASHTRA
AMRAVATI,4979.45,4660.55,4754.12,4656.3,4894.04,4910.3,5739,6131,7088,10567,11597,12542,12465,13933,-6.404321762,2.007702954,-2.057583738,5.105770676,0.332240848,16.87269617,6.830458268,15.60919915,49.08295711,9.747326583,8.148659136,-0.613937171,11.77697553,MAHARASHTRA
AURANGABAD,6908.85,6476.55,6309.84,6798.67,7180.48,8386.11,8877,9756,11015,17985,20022,21267,21778,22263,-6.257191863,-2.574055631,7.747106107,5.615951355,16.7903817,5.858496967,9.901993917,12.90487905,63.27734907,11.32610509,6.218160024,2.402783655,2.227018092,MAHARASHTRA
BEED,3369.15,3430.77,3385.08,3561.34,3530.8,3740.17,4568,5034,5615,7419,7334,8301,8369,8503,1.828947954,-1.331771002,5.206967044,-0.857542386,5.929817605,22.14551745,10.20140105,11.54151768,32.12822796,-1.145706969,13.18516499,0.819178412,1.60114709,MAHARASHTRA
BHANDARA,2038.28,2033.86,2112.86,2429.98,2596.25,2591.35,3040,3276,3667,5056,4576,5028,5236,5611,-0.216849501,3.88423982,15.00903988,6.842443148,-0.188733751,17.29638991,7.763157895,11.93528694,37.87837469,-9.493670886,9.877622378,4.136833731,7.161955691,MAHARASHTRA
BULDHANA,2980.02,2671.88,3008.33,3191.67,3407.43,3251.62,3863,4332,5266,7651,7417,8508,8962,9384,-10.34019906,12.59225714,6.094411185,6.760097378,-4.572654464,18.79032605,12.14082319,21.56048015,45.29054311,-3.058423735,14.70945126,5.336154208,4.708770364,MAHARASHTRA
CHANDRAPUR,4801.13,4626.22,5087.04,5164.89,5655.56,5745.48,6576,6974,7585,10768,11085,12016,12859,14056,-3.643100687,9.961048113,1.530359502,9.50010552,1.589939811,14.46354352,6.052311436,8.761112704,41.96440343,2.943907875,8.398737032,7.015645806,9.308655416,MAHARASHTRA
DHULE,2578.11,2552.93,2924.21,2944.67,3214.13,3245.89,3597,4018,4632,6528,7434,8526,9103,9587,-0.97668447,14.54328948,0.699676152,9.150770715,0.988136759,10.8161398,11.70419794,15.28123444,40.93264249,13.87867647,14.68926554,6.7675346,5.316928485,MAHARASHTRA
GADCHIROLI,1437.87,1247.75,1386.84,1345.43,1441.71,1360.63,1657,1788,1916,2894,2809,2813,3261,3390,-13.22233582,11.14726508,-2.985924836,7.156076496,-5.623877201,21.81489457,7.905853953,7.158836689,51.04384134,-2.937111265,0.14239943,15.92605759,3.955841766,MAHARASHTRA
GONDIA,1950.53,2027.53,2087.63,2081.3,2180.03,2079.43,2803,2966,3428,5055,4324,4637,4907,5261,3.947644999,2.964197817,-0.30321465,4.743669822,-4.614615395,34.74654112,5.815198002,15.57653405,47.46207701,-14.46092977,7.2386679,5.822730214,7.214183819,MAHARASHTRA
HINGOLI,1060.21,1211,1356.46,1376.87,1527.05,1364.2,1786,1946,2331,3038,2756,3070,3159,3580,14.222654,12.01156069,1.504651814,10.90734783,-10.66435284,30.89356399,8.958566629,19.78417266,30.33033033,-9.282422646,11.39332366,2.899022801,13.32700222,MAHARASHTRA
JALNA,2127.52,2056.72,2271.43,2505.51,2325.33,2348.68,3091,3500,3944,5759,5892,6304,7986,6594,-3.327818305,10.43943755,10.30540232,-7.191350264,1.00415855,31.59051041,13.23196377,12.68571429,46.01926978,2.30942872,6.992532247,26.68147208,-17.43050338,MAHARASHTRA
JALGAON,7401.26,6825.57,7480.8,7851.18,8237.61,8640.31,10380,11512,12611,18310,19964,20526,20338,21045,-7.778270186,9.599637832,4.951074751,4.921935301,4.88855384,20.13145362,10.90558767,9.546560111,45.19070653,9.033315128,2.815067121,-0.915911527,3.476251352,MAHARASHTRA
KOLHAPUR,9108.22,9060.52,9501.23,9936.84,10014.48,10700.19,12592,14146,15481,21914,22617,26015,27092,28991,-0.523702765,4.864069612,4.584774813,0.781334911,6.847185276,17.68155519,12.341169,9.437296762,41.55416317,3.207994889,15.02409692,4.139919277,7.009449284,MAHARASHTRA
LATUR,2719.44,2732.31,2809.06,2971.07,3128.86,3157.03,3977,4130,4863,6515,7505,8087,8761,9776,0.4732592,2.808978483,5.767409738,5.310881265,0.900327915,25.97409591,3.847120945,17.74818402,33.97079992,15.19570223,7.754830113,8.334363794,11.58543545,MAHARASHTRA
MUMBAI,54374.09,52122.34,55800.05,59536.03,65657.25,73124.24,73600,83081,93863,153339,153408,167914,178304,191910,-4.141218731,7.055918825,6.69529866,10.28153876,11.37268162,0.650974287,12.88179348,12.97769646,63.36469109,0.044998337,9.455830204,6.187691318,7.630787868,MAHARASHTRA
NAGPUR,11122.14,10815.95,11305.62,12087.2,13021.18,13714.55,15598,17033,19274,30582,33874,34626,37161,39880,-2.752977395,4.527295337,6.913198922,7.72701701,5.324939829,13.7364332,9.199897423,13.15681324,58.66971049,10.76450199,2.219991734,7.3210882,7.316810635,MAHARASHTRA
NANDED,3830.07,3537.9,3876.76,4177.02,4332.87,4414.64,5019,5480,6304,8973,9100,10786,11098,12100,-7.628320109,9.577998248,7.745127374,3.731128891,1.887201785,13.67993766,9.185096633,15.03649635,42.33819797,1.415357183,18.52747253,2.892638606,9.028653811,MAHARASHTRA
NASHIK,12422.13,12453.97,13437.45,14339.95,15883.1,17610.62,19427,21037,22931,33365,32761,33695,34478,38000,0.256316751,7.896919617,6.716304061,10.76119512,10.87646618,10.31133486,8.287435013,9.003184865,45.50172256,-1.810280234,2.850950826,2.323786912,10.2152097,MAHARASHTRA
OSMANABAD,2039.51,2135.48,2065.5,2183.64,1966.46,2278.35,2855,3179,3595,4641,4751,5656,6051,5954,4.705542017,-3.277015004,5.719680465,-9.945778608,15.86048025,25.31349441,11.34851138,13.08587606,29.09596662,2.370178841,19.04862134,6.983734088,-1.60304082,MAHARASHTRA
PARBHANI,2256.53,2188.95,2375.16,2587.44,2662.83,2484.28,3103,3487,4120,5878,5614,6165,6262,6942,-2.994863795,8.506818338,8.937503158,2.913690752,-6.70527221,24.90339253,12.37512085,18.15314024,42.66990291,-4.491323579,9.814748842,1.573398216,10.85915043,MAHARASHTRA
PUNE,27231.84,26229.79,26871.17,29131.93,32026.08,37243.66,38148,42245,47077,72466,76886,84154,88627,93562,-3.679699939,2.445234979,8.41332923,9.934631863,16.2916598,2.428117967,10.73975045,11.43804,53.93079423,6.099412138,9.452956325,5.315255365,5.568280547,MAHARASHTRA
RAIGAD,8235.64,8572.33,7630.85,8938.2,9661.38,10606.43,9144,10021,11056,17217,17569,20898,22855,24019,4.088206867,-10.98277831,17.13242955,8.090890783,9.781728904,-13.78418563,9.590988626,10.32831055,55.72539797,2.04449091,18.9481473,9.364532491,5.092977467,MAHARASHTRA
RATNAGIRI,3332.47,3186.65,3502.39,4048.77,4277.55,4230.44,4826,5217,5651,7958,9086,9830,10470,10739,-4.375733315,9.908210817,15.60020443,5.650604999,-1.10133137,14.08482333,8.101947783,8.318957255,40.82463281,14.17441568,8.188421748,6.510681587,2.569245463,MAHARASHTRA
SANGLI,5915.65,6029.52,6038.98,6185.88,6145.36,6701.22,7624,8493,9330,12852,13155,15769,17129,18003,1.924894137,0.156894745,2.432529997,-0.655040188,9.045198328,13.78271419,11.39821616,9.85517485,37.74919614,2.357609711,19.87077157,8.624516456,5.10245782,MAHARASHTRA
SATARA,6223.76,6164.62,6307.05,6555.98,6983.42,7354.92,8630,9472,10352,14232,14525,16398,16754,17440,-0.950229443,2.310442493,3.946853125,6.519849054,5.319743049,17.33479086,9.756662804,9.290540541,37.48068006,2.058740866,12.89500861,2.170996463,4.094544586,MAHARASHTRA
SINDHUDURG,1756.36,1902.36,1792.82,2206.44,2365.68,2231.99,2489,2727,3186,4436,4424,4897,5819,6188,8.31264661,-5.758110978,23.07091621,7.217055528,-5.651229245,11.50318774,9.562073122,16.83168317,39.2341494,-0.270513977,10.69168174,18.82785379,6.341295755,MAHARASHTRA
SOLAPUR,7064.47,7241.52,7613.71,7675.12,8130.02,8939.11,10856,12412,13374,18205,19305,20516,21866,22324,2.506203579,5.13966681,0.806571304,5.926943162,9.951882037,21.43871146,14.33308769,7.75056397,36.1223269,6.042296073,6.272986273,6.580230064,2.094576054,MAHARASHTRA
